name,pokedex_number,abilities,typing,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape,number_pokemon_with_typing,normal_attack_effectiveness,fire_attack_effectiveness,water_attack_effectiveness,electric_attack_effectiveness,grass_attack_effectiveness,ice_attack_effectiveness,fighting_attack_effectiveness,poison_attack_effectiveness,ground_attack_effectiveness,fly_attack_effectiveness,psychic_attack_effectiveness,bug_attack_effectiveness,rock_attack_effectiveness,ghost_attack_effectiveness,dragon_attack_effectiveness,dark_attack_effectiveness,steel_attack_effectiveness,fairy_attack_effectiveness
Ursaring,217,Guts~Quick Feet~Unnerve,Normal,90,130,75,75,75,55,18,1258,Hibernator Pokémon,2,0.5,False,False,False,False,True,False,175,60,Field,20.0,70,False,Teddiursa,Brown,Upright,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Slugma,218,Magma Armor~Flame Body~Weak Armor,Fire,40,40,40,70,40,20,7,350,Lava Pokémon,2,0.5,False,False,False,False,True,False,50,190,Amorphous,20.0,70,True,,Red,Squiggle,34.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Magcargo,219,Magma Armor~Flame Body~Weak Armor,Fire~Rock,60,50,120,90,80,30,8,550,Lava Pokémon,2,0.5,False,False,False,False,True,False,151,75,Amorphous,20.0,70,False,Slugma,Red,Squiggle,3.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Swinub,220,Oblivious~Snow Cloak~Thick Fat,Ice~Ground,50,50,40,30,30,50,4,65,Pig Pokémon,2,0.5,False,False,False,False,True,False,50,225,Field,20.0,70,True,,Brown,Quadruped,3.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Piloswine,221,Oblivious~Snow Cloak~Thick Fat,Ice~Ground,100,100,80,60,60,50,11,558,Swine Pokémon,2,0.5,False,False,False,False,True,False,158,75,Field,20.0,70,True,Swinub,Brown,Quadruped,3.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Corsola,222,Hustle~Natural Cure~Regenerator,Water~Rock,65,55,95,65,95,35,6,50,Coral Pokémon,2,0.75,False,False,False,False,True,False,144,60,Water 1~Water 3,20.0,70,True,,Pink,Armor,11.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Corsola Galar,222,Weak Armor~Cursed Body,Ghost,60,55,100,65,100,30,6,5,Coral Pokémon,2,0.75,False,False,False,False,False,False,144,60,Water 1~Water 3,20.0,70,True,,Pink,Armor,15.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Remoraid,223,Hustle~Sniper~Moody,Water,35,65,35,65,35,65,6,120,Jet Pokémon,2,0.5,False,False,False,False,True,False,60,190,Water 1~Water 2,20.0,70,True,,Gray,Fish,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Octillery,224,Suction Cups~Sniper~Moody,Water,75,105,75,105,75,45,9,285,Jet Pokémon,2,0.5,False,False,False,False,True,False,168,75,Water 1~Water 2,20.0,70,False,Remoraid,Red,Tentacles,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Delibird,225,Vital Spirit~Hustle~Insomnia,Ice~Flying,45,55,45,65,45,75,9,160,Delivery Pokémon,2,0.5,False,False,False,False,True,False,116,45,Water 1~Field,20.0,70,False,,Red,Wings,2.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
Mantine,226,Swift Swim~Water Absorb~Water Veil,Water~Flying,85,40,70,80,140,70,21,2200,Kite Pokémon,2,0.5,False,False,False,False,True,False,170,25,Water 1,25.0,70,False,Mantyke,Purple,Wings,8.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Skarmory,227,Keen Eye~Sturdy~Weak Armor,Steel~Flying,65,80,140,40,70,70,17,505,Armor Bird Pokémon,2,0.5,False,False,False,False,True,False,163,25,Flying,25.0,70,False,,Gray,Wings,3.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
Houndour,228,Early Bird~Flash Fire~Unnerve,Dark~Fire,45,60,30,80,50,65,6,108,Dark Pokémon,2,0.5,False,False,False,False,True,False,66,120,Field,20.0,35,True,,Black,Quadruped,4.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
Houndoom,229,Early Bird~Flash Fire~Unnerve,Dark~Fire,75,90,50,110,80,95,14,350,Dark Pokémon,2,0.5,False,False,False,False,True,True,175,45,Field,20.0,35,False,Houndour,Black,Quadruped,4.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
Houndoom Mega,229,Solar Power,Dark~Fire,75,90,90,140,90,115,19,495,Dark Pokémon,2,0.5,False,False,False,False,False,True,210,45,Field,20.0,35,False,Houndour,Black,Quadruped,4.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
Kingdra,230,Swift Swim~Sniper~Damp,Water~Dragon,75,95,95,95,95,85,18,1520,Dragon Pokémon,2,0.5,False,False,False,False,True,False,243,45,Water 1~Dragon,20.0,70,False,Seadra,Blue,Blob,3.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
Phanpy,231,Pickup~Sand Veil,Ground,90,60,60,40,40,40,5,335,Long Nose Pokémon,2,0.5,False,False,False,False,True,False,66,120,Field,20.0,70,True,,Blue,Quadruped,17.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Donphan,232,Sturdy~Sand Veil,Ground,90,120,120,60,60,50,11,1200,Armor Pokémon,2,0.5,False,False,False,False,True,False,175,60,Field,20.0,70,False,Phanpy,Gray,Quadruped,17.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Porygon2,233,Trace~Download~Analytic,Normal,85,80,90,105,95,60,6,325,Virtual Pokémon,2,0.0,True,False,False,False,True,False,180,45,Mineral,20.0,70,True,Porygon,Red,Legs,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Stantler,234,Intimidate~Frisk~Sap Sipper,Normal,73,95,62,85,65,85,14,712,Big Horn Pokémon,2,0.5,False,False,False,False,True,False,163,45,Field,20.0,70,False,,Brown,Quadruped,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Smeargle,235,Own Tempo~Technician~Moody,Normal,55,20,35,20,45,75,12,580,Painter Pokémon,2,0.5,False,False,False,False,True,False,88,45,Field,20.0,70,False,,White,Upright,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Tyrogue,236,Guts~Steadfast~Vital Spirit,Fighting,35,35,35,35,35,35,7,210,Scuffle Pokémon,2,0.0,False,True,False,False,True,False,42,75,Undiscovered,25.0,70,True,,Purple,Humanoid,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Hitmontop,237,Intimidate~Technician~Steadfast,Fighting,50,95,95,35,110,70,14,480,Handstand Pokémon,2,0.0,False,False,False,False,True,False,159,45,Human-Like,25.0,70,False,Tyrogue,Brown,Upright,29.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Smoochum,238,Oblivious~Forewarn~Hydration,Ice~Psychic,45,30,15,85,65,65,4,60,Kiss Pokémon,2,1.0,False,True,False,False,True,False,61,45,Undiscovered,25.0,70,True,,Pink,Humanoid,5.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
Elekid,239,Static~Vital Spirit,Electric,45,63,37,65,55,95,6,235,Electric Pokémon,2,0.25,False,True,False,False,True,False,72,45,Undiscovered,25.0,70,True,,Yellow,Humanoid,34.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Magby,240,Flame Body~Vital Spirit,Fire,45,75,37,70,55,83,7,214,Live Coal Pokémon,2,0.25,False,True,False,False,True,False,73,45,Undiscovered,25.0,70,True,,Red,Upright,34.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Miltank,241,Thick Fat~Scrappy~Sap Sipper,Normal,95,80,105,40,70,100,12,755,Milk Cow Pokémon,2,1.0,False,False,False,False,True,False,172,45,Field,20.0,70,False,,Pink,Upright,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Blissey,242,Natural Cure~Serene Grace~Healer,Normal,255,10,10,75,135,55,15,468,Happiness Pokémon,2,1.0,False,False,False,False,True,False,608,30,Fairy,40.0,140,False,Chansey,Pink,Humanoid,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Raikou,243,Pressure~Inner Focus,Electric,90,85,75,115,100,115,19,1780,Thunder Pokémon,2,0.0,True,False,True,False,True,False,261,3,Undiscovered,80.0,35,False,,Yellow,Quadruped,34.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Entei,244,Pressure~Inner Focus,Fire,115,115,85,90,75,100,21,1980,Volcano Pokémon,2,0.0,True,False,True,False,True,False,261,3,Undiscovered,80.0,35,False,,Brown,Quadruped,34.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Suicune,245,Pressure~Inner Focus,Water,100,75,115,90,115,85,20,1870,Aurora Pokémon,2,0.0,True,False,True,False,True,False,261,3,Undiscovered,80.0,35,False,,Blue,Quadruped,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Larvitar,246,Guts~Sand Veil,Rock~Ground,50,64,50,45,50,41,6,720,Rock Skin Pokémon,2,0.5,False,False,False,False,True,False,60,45,Monster,40.0,35,True,,Green,Upright,9.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Pupitar,247,Shed Skin,Rock~Ground,70,84,70,65,70,51,12,1520,Hard Shell Pokémon,2,0.5,False,False,False,False,True,False,144,45,Monster,40.0,35,True,Larvitar,Gray,Squiggle,9.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Tyranitar,248,Sand Stream~Unnerve,Rock~Dark,100,134,110,95,100,61,20,2020,Armor Pokémon,2,0.5,False,False,False,False,True,True,270,45,Monster,40.0,35,False,Pupitar,Green,Upright,2.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
Tyranitar Mega,248,Sand Stream,Rock~Dark,100,164,150,95,120,71,25,2550,Armor Pokémon,2,0.5,False,False,False,False,False,True,315,45,Monster,40.0,35,False,Pupitar,Green,Upright,2.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
Lugia,249,Pressure~Multiscale,Psychic~Flying,106,90,130,90,154,110,52,2160,Diving Pokémon,2,0.0,True,False,True,False,True,False,306,3,Undiscovered,120.0,0,False,,White,Wings,8.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
Ho Oh,250,Pressure~Regenerator,Fire~Flying,106,130,90,110,154,90,38,1990,Rainbow Pokémon,2,0.0,True,False,True,False,True,False,306,3,Undiscovered,120.0,0,False,,Red,Wings,7.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
Celebi,251,Natural Cure,Psychic~Grass,100,100,100,100,100,100,6,50,Time Travel Pokémon,2,0.0,True,False,False,True,True,False,270,45,Undiscovered,120.0,100,False,,Green,Humanoid,4.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
Treecko,252,Overgrow~Unburden,Grass,40,45,35,65,55,70,5,50,Wood Gecko Pokémon,3,0.125,False,False,False,False,True,False,62,45,Monster~Dragon,20.0,70,True,,Green,Upright,43.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Grovyle,253,Overgrow~Unburden,Grass,50,65,45,85,65,95,9,216,Wood Gecko Pokémon,3,0.125,False,False,False,False,True,False,142,45,Monster~Dragon,20.0,70,True,Treecko,Green,Upright,43.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Sceptile,254,Overgrow~Unburden,Grass,70,85,65,105,85,120,17,522,Forest Pokémon,3,0.125,False,False,False,False,True,True,239,45,Monster~Dragon,20.0,70,False,Grovyle,Green,Upright,43.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Sceptile Mega,254,Lightning Rod,Grass~Dragon,70,110,75,145,85,145,19,552,Forest Pokémon,3,0.125,False,False,False,False,False,True,284,45,Monster~Dragon,20.0,70,False,Grovyle,Green,Upright,5.0,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
Torchic,255,Blaze~Speed Boost,Fire,45,60,40,70,50,45,4,25,Chick Pokémon,3,0.125,False,False,False,False,True,False,62,45,Field,20.0,70,True,,Red,Legs,34.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Combusken,256,Blaze~Speed Boost,Fire~Fighting,60,85,60,85,60,55,9,195,Young Fowl Pokémon,3,0.125,False,False,False,False,True,False,142,45,Field,20.0,70,True,Torchic,Red,Upright,7.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Blaziken,257,Blaze~Speed Boost,Fire~Fighting,80,120,70,110,70,80,19,520,Blaze Pokémon,3,0.125,False,False,False,False,True,True,239,45,Field,20.0,70,False,Combusken,Red,Upright,7.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Blaziken Mega,257,Speed Boost,Fire~Fighting,80,160,80,130,80,100,19,520,Blaze Pokémon,3,0.125,False,False,False,False,False,True,284,45,Field,20.0,70,False,Combusken,Red,Upright,7.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Mudkip,258,Torrent~Damp,Water,50,70,50,50,50,40,4,76,Mud Fish Pokémon,3,0.125,False,False,False,False,True,False,62,45,Monster~Water 1,20.0,70,True,,Blue,Quadruped,72.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Marshtomp,259,Torrent~Damp,Water~Ground,70,85,70,60,70,50,7,280,Mud Fish Pokémon,3,0.125,False,False,False,False,True,False,142,45,Monster~Water 1,20.0,70,True,Mudkip,Blue,Upright,10.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Swampert,260,Torrent~Damp,Water~Ground,100,110,90,85,90,60,15,819,Mud Fish Pokémon,3,0.125,False,False,False,False,True,True,241,45,Monster~Water 1,20.0,70,False,Marshtomp,Blue,Upright,10.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Swampert Mega,260,Swift Swim,Water~Ground,100,150,110,95,110,70,19,1020,Mud Fish Pokémon,3,0.125,False,False,False,False,False,True,286,45,Monster~Water 1,20.0,70,False,Marshtomp,Blue,Upright,10.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Poochyena,261,Run Away~Quick Feet~Rattled,Dark,35,55,35,30,30,35,5,136,Bite Pokémon,3,0.5,False,False,False,False,True,False,56,255,Field,15.0,70,True,,Gray,Quadruped,14.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Mightyena,262,Intimidate~Quick Feet~Moxie,Dark,70,90,70,60,60,70,10,370,Bite Pokémon,3,0.5,False,False,False,False,True,False,147,127,Field,15.0,70,False,Poochyena,Gray,Quadruped,14.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Zigzagoon,263,Pickup~Gluttony~Quick Feet,Normal,38,30,41,30,41,60,4,175,Tiny Raccoon Pokémon,3,0.5,False,False,False,False,True,False,56,255,Field,15.0,70,True,,Brown,Quadruped,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Zigzagoon Galar,263,Pickup~Gluttony~Quick Feet,Dark~Normal,38,30,41,30,41,60,4,175,Tiny Raccoon Pokémon,3,0.5,False,False,False,False,False,False,56,255,Field,15.0,70,True,,Brown,Quadruped,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
Linoone,264,Pickup~Gluttony~Quick Feet,Normal,78,70,61,50,61,100,5,325,Rushing Pokémon,3,0.5,False,False,False,False,True,False,147,90,Field,15.0,70,True,Zigzagoon,White,Quadruped,71.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Linoone Galar,264,Pickup~Gluttony~Quick Feet,Dark~Normal,78,70,61,50,61,100,5,325,Rushing Pokémon,3,0.5,False,False,False,False,False,False,147,90,Field,15.0,70,True,Zigzagoon,White,Quadruped,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
Wurmple,265,Shield Dust~Run Away,Bug,45,45,35,20,30,20,3,36,Worm Pokémon,3,0.5,False,False,False,False,True,False,56,255,Bug,15.0,70,True,,Red,Armor,19.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Silcoon,266,Shed Skin,Bug,50,35,55,25,25,15,6,100,Cocoon Pokémon,3,0.5,False,False,False,False,True,False,72,120,Bug,15.0,70,False,Wurmple,White,Ball,19.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Beautifly,267,Swarm~Rivalry,Bug~Flying,60,70,50,100,50,65,10,284,Butterfly Pokémon,3,0.5,False,False,False,False,True,False,178,45,Bug,15.0,70,False,Silcoon,Yellow,Bug-Wings,14.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Cascoon,268,Shed Skin,Bug,50,35,55,25,25,15,7,115,Cocoon Pokémon,3,0.5,False,False,False,False,True,False,72,120,Bug,15.0,70,False,Wurmple,Purple,Ball,19.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Dustox,269,Shield Dust~Compound Eyes,Bug~Poison,60,50,70,50,90,65,12,316,Poison Moth Pokémon,3,0.5,False,False,False,False,True,False,173,45,Bug,15.0,70,False,Cascoon,Green,Bug-Wings,13.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Lotad,270,Swift Swim~Rain Dish~Own Tempo,Water~Grass,40,30,30,40,50,30,5,26,Water Weed Pokémon,3,0.5,False,False,False,False,True,False,44,255,Water 1~Grass,15.0,70,True,,Green,Armor,3.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
Lombre,271,Swift Swim~Rain Dish~Own Tempo,Water~Grass,60,50,50,60,70,50,12,325,Jolly Pokémon,3,0.5,False,False,False,False,True,False,119,120,Water 1~Grass,15.0,70,True,Lotad,Green,Humanoid,3.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
Ludicolo,272,Swift Swim~Rain Dish~Own Tempo,Water~Grass,80,70,70,90,100,70,15,550,Carefree Pokémon,3,0.5,False,False,False,False,True,False,216,45,Water 1~Grass,15.0,70,False,Lombre,Green,Humanoid,3.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
Seedot,273,Chlorophyll~Early Bird~Pickpocket,Grass,40,40,50,30,30,30,5,40,Acorn Pokémon,3,0.5,False,False,False,False,True,False,44,255,Field~Grass,15.0,70,True,,Brown,Legs,43.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Nuzleaf,274,Chlorophyll~Early Bird~Pickpocket,Grass~Dark,70,70,40,60,40,60,10,280,Wily Pokémon,3,0.5,False,False,False,False,True,False,119,120,Field~Grass,15.0,70,True,Seedot,Brown,Humanoid,4.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
Shiftry,275,Chlorophyll~Early Bird~Pickpocket,Grass~Dark,90,100,60,90,60,80,13,596,Wicked Pokémon,3,0.5,False,False,False,False,True,False,216,45,Field~Grass,15.0,70,False,Nuzleaf,Brown,Humanoid,4.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
Taillow,276,Guts~Scrappy,Normal~Flying,40,55,30,30,30,85,3,23,Tiny Swallow Pokémon,3,0.5,False,False,False,False,True,False,54,200,Flying,15.0,70,True,,Blue,Wings,27.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Swellow,277,Guts~Scrappy,Normal~Flying,60,85,60,75,50,125,7,198,Swallow Pokémon,3,0.5,False,False,False,False,True,False,159,45,Flying,15.0,70,False,Taillow,Blue,Wings,27.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Wingull,278,Keen Eye~Hydration~Rain Dish,Water~Flying,40,30,30,55,30,85,6,95,Seagull Pokémon,3,0.5,False,False,False,False,True,False,54,190,Water 1~Flying,20.0,70,True,,White,Wings,8.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Pelipper,279,Keen Eye~Drizzle~Rain Dish,Water~Flying,60,50,100,95,70,65,12,280,Water Bird Pokémon,3,0.5,False,False,False,False,True,False,154,45,Water 1~Flying,20.0,70,False,Wingull,Yellow,Wings,8.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Ralts,280,Synchronize~Trace~Telepathy,Psychic~Fairy,28,25,25,45,35,40,4,66,Feeling Pokémon,3,0.5,False,False,False,False,True,False,40,235,Human-Like~Amorphous,20.0,35,True,,White,Humanoid,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Kirlia,281,Synchronize~Trace~Telepathy,Psychic~Fairy,38,35,35,65,55,50,8,202,Emotion Pokémon,3,0.5,False,False,False,False,True,False,97,120,Human-Like~Amorphous,20.0,35,True,Ralts,White,Humanoid,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Gardevoir,282,Synchronize~Trace~Telepathy,Psychic~Fairy,68,65,65,125,115,80,16,484,Embrace Pokémon,3,0.5,False,False,False,False,True,True,233,45,Human-Like~Amorphous,20.0,35,False,Kirlia,White,Humanoid,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Gardevoir Mega,282,Pixilate,Psychic~Fairy,68,85,65,165,135,100,16,484,Embrace Pokémon,3,0.5,False,False,False,False,False,True,278,45,Human-Like~Amorphous,20.0,35,False,Kirlia,White,Humanoid,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
